stdlinxscd,tdlinx_store_sk,stranscd,smodchgind,sfiledt,sstatusind,sname,sno,sstreetadd,scity,sst,szip,splacenm,sstcd,scntcd,scntrynm,stradeclcd,sformatcd,snostrcd,schainind,sfiller1,slat,slong,slatlongcd,sblockid,sfiller2,sareacd,sphoneno,sfiller3,sannvolcd,swklyvol,ssqft,sftemploy,snmchkout,sfiller4,stdlinxocd,sownfamcd,sownnm,sowncity,sownst,sownstcd,sowncntcd,sfiller5,stdlinxpcd,ssupfamcd,ssupnm,ssupcity,ssupst,ssupstcd,ssupcntcd,sfiller6,stdlinxgcd,sgrpnm,sfranind,sfiller7,sgas,shivolcig,spharm,sliquor,swine,sbeer,sonprem,sfoodtype,sfuture1,sfuture2,sfuture3,sfiller8,src_desc,cstdlinxscd,current_ind,trade_channel_desc,premise_type,tdlinx_premise,store_volume_desc,chain_indicator_desc,food_type_desc,format_type_desc,lat_long_geo_desc,no_of_stores_desc,store_status_desc,transaction_code_desc,htdlinxucd,hulname,td_store_osk,source_system,ecommerce_provider,ecommerce_delivery_ind,ecommerce_in_store_pickup_ind,ecommerce_curbside_pickup_ind,load_dt,modified_dt
TDLX00269,1000000269,N,ADD,20260129,A,K&L Wine Merchants,1269,3099 Broadway,Fort Worth,TX,76101,Fort Worth,TX,USA,United States,OFF,Sp,69,C,FILLER,32.0704,-96.9993,Y,BLK00269,FILLER,TX,995-555-7856,FILLER,H,8598,12426,95,3,FILLER,OWN00269,FAM269,K&L Wine Merchants Inc,Fort Worth,TX,TX,USA,FILLER,PROV00269,SUP001,Southern Glazer's,New York,NY,CA,USA,FILLER,GRP269,K&L Wine Merchants Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00269,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00269,K&L WINE MERCHANTS FORT WORTH,1000000269,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00270,1000000270,N,ADD,20260129,A,Keg N Bottle,1270,9050 Broadway,Milwaukee,WI,53201,Milwaukee,WI,USA,United States,OFF,Sp,70,C,FILLER,26.5803,-107.9926,Y,BLK00270,FILLER,WI,883-555-1602,FILLER,L,7912,15351,26,8,FILLER,OWN00270,FAM270,Keg N Bottle Inc,Milwaukee,WI,WI,USA,FILLER,PROV00270,SUP001,Southern Glazer's,Dallas,CA,NY,USA,FILLER,GRP270,Keg N Bottle Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00270,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00270,KEG N BOTTLE MILWAUKEE,1000000270,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00271,1000000271,N,ADD,20260129,A,Keg N Bottle,1271,5444 Main St,Phoenix,AZ,85001,Phoenix,AZ,USA,United States,OFF,Co,71,C,FILLER,46.2087,-109.7158,Y,BLK00271,FILLER,AZ,432-555-4239,FILLER,H,2437,22961,70,11,FILLER,OWN00271,FAM271,Keg N Bottle Inc,Phoenix,AZ,AZ,USA,FILLER,PROV00271,SUP001,Southern Glazer's,Los Angeles,CA,CA,USA,FILLER,GRP271,Keg N Bottle Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00271,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00271,KEG N BOTTLE PHOENIX,1000000271,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00272,1000000272,N,ADD,20260129,A,Fleming's Prime Steakhouse,1272,1863 1st Ave,Tampa,FL,33601,Tampa,FL,USA,United States,ON,Fi,72,C,FILLER,41.7381,-117.7283,Y,BLK00272,FILLER,FL,967-555-8366,FILLER,M,9827,21598,56,5,FILLER,OWN00272,FAM272,Fleming's Prime Steakhouse Inc,Tampa,FL,FL,USA,FILLER,PROV00272,SUP001,Southern Glazer's,Los Angeles,TX,NY,USA,FILLER,GRP272,Fleming's Prime Steakhouse Group,Y,FILLER,N,N,N,Y,Y,Y,Y,STEAK,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00272,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$5-10M",Chain,Fine Dining,Fine Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00272,FLEMING'S PRIME STEA TAMPA,1000000272,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00273,1000000273,N,ADD,20260129,A,Liquor Barn,1273,7353 1st Ave,Oklahoma City,OK,73101,Oklahoma City,OK,USA,United States,OFF,Sp,73,C,FILLER,43.1517,-90.5338,Y,BLK00273,FILLER,OK,534-555-7832,FILLER,M,1852,19811,67,3,FILLER,OWN00273,FAM273,Liquor Barn Inc,Oklahoma City,OK,OK,USA,FILLER,PROV00273,SUP001,Southern Glazer's,New York,FL,CA,USA,FILLER,GRP273,Liquor Barn Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00273,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00273,LIQUOR BARN OKLAHOMA C,1000000273,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00274,1000000274,N,ADD,20260129,A,K&L Wine Merchants,1274,9257 Oak Ave,Phoenix,AZ,85001,Phoenix,AZ,USA,United States,OFF,Su,74,I,FILLER,28.4935,-93.2852,Y,BLK00274,FILLER,AZ,504-555-5508,FILLER,H,9985,19882,55,7,FILLER,OWN00274,FAM274,K&L Wine Merchants Inc,Phoenix,AZ,AZ,USA,FILLER,PROV00274,SUP001,Southern Glazer's,Los Angeles,NY,FL,USA,FILLER,GRP274,K&L Wine Merchants Group,N,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00274,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Independent,Superstore,Superstore,Valid Coordinates,Single Store,Active,New Account,ULOC00274,K&L WINE MERCHANTS PHOENIX,1000000274,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00275,1000000275,N,ADD,20260129,A,The Capital Grille,1275,6769 Market St,Oklahoma City,OK,73101,Oklahoma City,OK,USA,United States,ON,Ba,75,I,FILLER,39.7985,-98.0562,Y,BLK00275,FILLER,OK,576-555-1191,FILLER,L,9736,5669,73,10,FILLER,OWN00275,FAM275,The Capital Grille Inc,Oklahoma City,OK,OK,USA,FILLER,PROV00275,SUP001,Southern Glazer's,New York,NY,CA,USA,FILLER,GRP275,The Capital Grille Group,N,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00275,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$5-10M",Independent,Bar & Grill,Bar & Grill,Valid Coordinates,Single Store,Active,New Account,ULOC00275,THE CAPITAL GRILLE OKLAHOMA C,1000000275,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00276,1000000276,N,ADD,20260129,A,Bottles,1276,3340 Pine St,New York,NY,10001,New York,NY,USA,United States,OFF,Su,76,C,FILLER,40.3896,-92.5247,Y,BLK00276,FILLER,NY,257-555-4518,FILLER,H,3108,19480,34,12,FILLER,OWN00276,FAM276,Bottles Inc,New York,NY,NY,USA,FILLER,PROV00276,SUP001,Southern Glazer's,New York,NY,FL,USA,FILLER,GRP276,Bottles Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00276,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00276,BOTTLES NEW YORK,1000000276,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00277,1000000277,N,ADD,20260129,A,Spec's Wine Spirit & Finer Foods,1277,8853 Broadway,Los Angeles,CA,90001,Los Angeles,CA,USA,United States,OFF,Sp,77,C,FILLER,45.7828,-118.3753,Y,BLK00277,FILLER,CA,246-555-9602,FILLER,L,6857,13308,56,8,FILLER,OWN00277,FAM277,Spec's Wine Spirit & Finer Foods Inc,Los Angeles,CA,CA,USA,FILLER,PROV00277,SUP001,Southern Glazer's,Dallas,NY,NY,USA,FILLER,GRP277,Spec's Wine Spirit & Finer Foods Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00277,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00277,SPEC'S WINE SPIRIT & LOS ANGELE,1000000277,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00278,1000000278,N,ADD,20260129,A,Bottles,1278,5375 Pine St,San Antonio,TX,78201,San Antonio,TX,USA,United States,OFF,Sp,78,C,FILLER,34.2798,-110.619,Y,BLK00278,FILLER,TX,493-555-2184,FILLER,L,7087,6613,85,10,FILLER,OWN00278,FAM278,Bottles Inc,San Antonio,TX,TX,USA,FILLER,PROV00278,SUP001,Southern Glazer's,New York,NY,FL,USA,FILLER,GRP278,Bottles Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00278,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00278,BOTTLES SAN ANTONI,1000000278,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00279,1000000279,N,ADD,20260129,A,Riverside Liquor,1279,5170 Market St,New Orleans,LA,70112,New Orleans,LA,USA,United States,OFF,Sp,79,C,FILLER,38.3041,-67.3767,Y,BLK00279,FILLER,LA,972-555-9717,FILLER,M,3038,19767,59,4,FILLER,OWN00279,FAM279,Riverside Liquor Inc,New Orleans,LA,LA,USA,FILLER,PROV00279,SUP001,Southern Glazer's,Dallas,TX,FL,USA,FILLER,GRP279,Riverside Liquor Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00279,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00279,RIVERSIDE LIQUOR NEW ORLEAN,1000000279,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00280,1000000280,N,ADD,20260129,A,K&L Wine Merchants,1280,7006 1st Ave,San Antonio,TX,78201,San Antonio,TX,USA,United States,OFF,Sp,80,C,FILLER,29.7422,-74.2967,Y,BLK00280,FILLER,TX,817-555-1297,FILLER,L,9376,5418,63,4,FILLER,OWN00280,FAM280,K&L Wine Merchants Inc,San Antonio,TX,TX,USA,FILLER,PROV00280,SUP001,Southern Glazer's,Dallas,NY,FL,USA,FILLER,GRP280,K&L Wine Merchants Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00280,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00280,K&L WINE MERCHANTS SAN ANTONI,1000000280,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00281,1000000281,N,ADD,20260129,A,Binny's Beverage Depot,1281,9830 Oak Ave,San Francisco,CA,94101,San Francisco,CA,USA,United States,OFF,Su,81,C,FILLER,40.4191,-119.0009,Y,BLK00281,FILLER,CA,915-555-4102,FILLER,M,5468,14122,50,8,FILLER,OWN00281,FAM281,Binny's Beverage Depot Inc,San Francisco,CA,CA,USA,FILLER,PROV00281,SUP001,Southern Glazer's,Los Angeles,CA,NY,USA,FILLER,GRP281,Binny's Beverage Depot Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00281,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00281,BINNY'S BEVERAGE DEP SAN FRANCI,1000000281,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00282,1000000282,N,ADD,20260129,A,Binny's Beverage Depot,1282,2111 Elm St,Tucson,AZ,85701,Tucson,AZ,USA,United States,OFF,Su,82,C,FILLER,32.9204,-123.9316,Y,BLK00282,FILLER,AZ,799-555-9515,FILLER,L,1319,17522,99,4,FILLER,OWN00282,FAM282,Binny's Beverage Depot Inc,Tucson,AZ,AZ,USA,FILLER,PROV00282,SUP001,Southern Glazer's,Los Angeles,FL,TX,USA,FILLER,GRP282,Binny's Beverage Depot Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00282,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00282,BINNY'S BEVERAGE DEP TUCSON,1000000282,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00283,1000000283,N,ADD,20260129,A,Spec's Wine Spirit & Finer Foods,1283,2524 Oak Ave,Memphis,TN,38101,Memphis,TN,USA,United States,OFF,Su,83,I,FILLER,47.7445,-73.0035,Y,BLK00283,FILLER,TN,283-555-5718,FILLER,H,3581,25744,66,3,FILLER,OWN00283,FAM283,Spec's Wine Spirit & Finer Foods Inc,Memphis,TN,TN,USA,FILLER,PROV00283,SUP001,Southern Glazer's,Miami,TX,FL,USA,FILLER,GRP283,Spec's Wine Spirit & Finer Foods Group,N,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00283,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Independent,Superstore,Superstore,Valid Coordinates,Single Store,Active,New Account,ULOC00283,SPEC'S WINE SPIRIT & MEMPHIS,1000000283,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00284,1000000284,N,ADD,20260129,A,K&L Wine Merchants,1284,6221 Oak Ave,Los Angeles,CA,90001,Los Angeles,CA,USA,United States,OFF,Su,84,C,FILLER,34.5476,-97.4656,Y,BLK00284,FILLER,CA,769-555-7519,FILLER,H,1077,16156,95,3,FILLER,OWN00284,FAM284,K&L Wine Merchants Inc,Los Angeles,CA,CA,USA,FILLER,PROV00284,SUP001,Southern Glazer's,New York,CA,FL,USA,FILLER,GRP284,K&L Wine Merchants Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00284,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00284,K&L WINE MERCHANTS LOS ANGELE,1000000284,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00285,1000000285,N,ADD,20260129,A,Seasons 52,1285,4927 Broadway,Miami,FL,33101,Miami,FL,USA,United States,ON,Fi,85,C,FILLER,43.767,-91.4035,Y,BLK00285,FILLER,FL,897-555-8215,FILLER,L,7947,9505,99,12,FILLER,OWN00285,FAM285,Seasons 52 Inc,Miami,FL,FL,USA,FILLER,PROV00285,SUP001,Southern Glazer's,Miami,TX,FL,USA,FILLER,GRP285,Seasons 52 Group,Y,FILLER,N,N,N,Y,Y,Y,Y,CASUAL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00285,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$2-5M",Chain,Fine Dining,Fine Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00285,SEASONS 52 MIAMI,1000000285,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00286,1000000286,N,ADD,20260129,A,Liquor Barn,1286,6013 Pine St,Portland,OR,97201,Portland,OR,USA,United States,OFF,Sp,86,I,FILLER,45.4711,-76.9054,Y,BLK00286,FILLER,OR,803-555-8352,FILLER,H,3399,15228,61,8,FILLER,OWN00286,FAM286,Liquor Barn Inc,Portland,OR,OR,USA,FILLER,PROV00286,SUP001,Southern Glazer's,Dallas,FL,NY,USA,FILLER,GRP286,Liquor Barn Group,N,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00286,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Independent,Specialty Store,Specialty Store,Valid Coordinates,Single Store,Active,New Account,ULOC00286,LIQUOR BARN PORTLAND,1000000286,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00287,1000000287,N,ADD,20260129,A,Carrabba's Italian Grill,1287,1393 Oak Ave,Tampa,FL,33601,Tampa,FL,USA,United States,ON,Ca,87,C,FILLER,27.0048,-123.6146,Y,BLK00287,FILLER,FL,595-555-3277,FILLER,L,3527,15786,45,6,FILLER,OWN00287,FAM287,Carrabba's Italian Grill Inc,Tampa,FL,FL,USA,FILLER,PROV00287,SUP001,Southern Glazer's,New York,FL,FL,USA,FILLER,GRP287,Carrabba's Italian Grill Group,Y,FILLER,N,N,N,Y,Y,Y,Y,STEAK,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00287,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$2-5M",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00287,CARRABBA'S ITALIAN G TAMPA,1000000287,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00288,1000000288,N,ADD,20260129,A,Total Wine & More,1288,9213 Elm St,San Francisco,CA,94101,San Francisco,CA,USA,United States,OFF,Co,88,C,FILLER,30.3912,-82.1783,Y,BLK00288,FILLER,CA,561-555-9163,FILLER,L,3601,6412,40,7,FILLER,OWN00288,FAM288,Total Wine & More Inc,San Francisco,CA,CA,USA,FILLER,PROV00288,SUP001,Southern Glazer's,New York,NY,NY,USA,FILLER,GRP288,Total Wine & More Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00288,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00288,TOTAL WINE & MORE SAN FRANCI,1000000288,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00289,1000000289,N,ADD,20260129,A,Fleming's Prime Steakhouse,1289,9793 Market St,Los Angeles,CA,90001,Los Angeles,CA,USA,United States,ON,Fi,89,I,FILLER,38.735,-86.3428,Y,BLK00289,FILLER,CA,330-555-9778,FILLER,H,5398,29395,61,9,FILLER,OWN00289,FAM289,Fleming's Prime Steakhouse Inc,Los Angeles,CA,CA,USA,FILLER,PROV00289,SUP001,Southern Glazer's,Miami,NY,FL,USA,FILLER,GRP289,Fleming's Prime Steakhouse Group,N,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00289,Y,Restaurant - On Premise,ON,ON-Premise,"High Volume,$10M+",Independent,Fine Dining,Fine Dining,Valid Coordinates,Single Store,Active,New Account,ULOC00289,FLEMING'S PRIME STEA LOS ANGELE,1000000289,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00290,1000000290,N,ADD,20260129,A,Morton's The Steakhouse,1290,2784 Broadway,Tucson,AZ,85701,Tucson,AZ,USA,United States,ON,Ca,90,C,FILLER,46.1505,-73.8289,Y,BLK00290,FILLER,AZ,716-555-6349,FILLER,M,3262,7136,81,6,FILLER,OWN00290,FAM290,Morton's The Steakhouse Inc,Tucson,AZ,AZ,USA,FILLER,PROV00290,SUP001,Southern Glazer's,Dallas,CA,FL,USA,FILLER,GRP290,Morton's The Steakhouse Group,Y,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00290,Y,Restaurant - On Premise,ON,ON-Premise,"Low Volume,<$2M",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00290,MORTON'S THE STEAKHO TUCSON,1000000290,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00291,1000000291,N,ADD,20260129,A,Binny's Beverage Depot,1291,4082 Market St,Los Angeles,CA,90001,Los Angeles,CA,USA,United States,OFF,Sp,91,I,FILLER,26.6311,-81.2324,Y,BLK00291,FILLER,CA,947-555-8148,FILLER,H,4661,17520,78,8,FILLER,OWN00291,FAM291,Binny's Beverage Depot Inc,Los Angeles,CA,CA,USA,FILLER,PROV00291,SUP001,Southern Glazer's,Los Angeles,FL,TX,USA,FILLER,GRP291,Binny's Beverage Depot Group,N,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00291,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Independent,Specialty Store,Specialty Store,Valid Coordinates,Single Store,Active,New Account,ULOC00291,BINNY'S BEVERAGE DEP LOS ANGELE,1000000291,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00292,1000000292,N,ADD,20260129,A,Total Wine & More,1292,8348 Broadway,Tucson,AZ,85701,Tucson,AZ,USA,United States,OFF,Co,92,C,FILLER,46.821,-100.4881,Y,BLK00292,FILLER,AZ,752-555-7831,FILLER,L,4671,20269,40,12,FILLER,OWN00292,FAM292,Total Wine & More Inc,Tucson,AZ,AZ,USA,FILLER,PROV00292,SUP001,Southern Glazer's,Miami,NY,TX,USA,FILLER,GRP292,Total Wine & More Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00292,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00292,TOTAL WINE & MORE TUCSON,1000000292,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00293,1000000293,N,ADD,20260129,A,Yardhouse,1293,8333 Oak Ave,Dallas,TX,75201,Dallas,TX,USA,United States,ON,Fi,93,I,FILLER,33.738,-85.3732,Y,BLK00293,FILLER,TX,525-555-9071,FILLER,L,4064,15591,47,4,FILLER,OWN00293,FAM293,Yardhouse Inc,Dallas,TX,TX,USA,FILLER,PROV00293,SUP001,Southern Glazer's,Los Angeles,CA,TX,USA,FILLER,GRP293,Yardhouse Group,N,FILLER,N,N,N,Y,Y,Y,Y,CASUAL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00293,Y,Restaurant - On Premise,ON,ON-Premise,"High Volume,$10M+",Independent,Fine Dining,Fine Dining,Valid Coordinates,Single Store,Active,New Account,ULOC00293,YARDHOUSE DALLAS,1000000293,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00294,1000000294,N,ADD,20260129,A,Riverside Liquor,1294,8720 1st Ave,Indianapolis,IN,46201,Indianapolis,IN,USA,United States,OFF,Sp,94,C,FILLER,46.1427,-72.6689,Y,BLK00294,FILLER,IN,220-555-1147,FILLER,H,7256,6370,89,10,FILLER,OWN00294,FAM294,Riverside Liquor Inc,Indianapolis,IN,IN,USA,FILLER,PROV00294,SUP001,Southern Glazer's,Miami,TX,NY,USA,FILLER,GRP294,Riverside Liquor Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00294,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00294,RIVERSIDE LIQUOR INDIANAPOL,1000000294,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00295,1000000295,N,ADD,20260129,A,Seasons 52,1295,9403 Market St,Philadelphia,PA,19101,Philadelphia,PA,USA,United States,ON,Ca,95,I,FILLER,47.2716,-86.3412,Y,BLK00295,FILLER,PA,639-555-7634,FILLER,M,5444,5062,93,8,FILLER,OWN00295,FAM295,Seasons 52 Inc,Philadelphia,PA,PA,USA,FILLER,PROV00295,SUP001,Southern Glazer's,Los Angeles,NY,CA,USA,FILLER,GRP295,Seasons 52 Group,N,FILLER,N,N,N,Y,Y,Y,Y,MIXED,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00295,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$5-10M",Independent,Casual Dining,Casual Dining,Valid Coordinates,Single Store,Active,New Account,ULOC00295,SEASONS 52 PHILADELPH,1000000295,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00296,1000000296,N,ADD,20260129,A,BevMo!,1296,3129 Pine St,Louisville,KY,40201,Louisville,KY,USA,United States,OFF,Sp,96,C,FILLER,32.0171,-119.9032,Y,BLK00296,FILLER,KY,905-555-1775,FILLER,M,4309,23967,25,5,FILLER,OWN00296,FAM296,BevMo! Inc,Louisville,KY,KY,USA,FILLER,PROV00296,SUP001,Southern Glazer's,Los Angeles,NY,TX,USA,FILLER,GRP296,BevMo! Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00296,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00296,BEVMO! LOUISVILLE,1000000296,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
