order_item_id,order_id,product_id,quantity,unit_price,discount_rate,tax_rate
OI001014,O000398,P0183,5,111.95,0.05,0.1025
OI001015,O000399,P0070,2,186.51,0.1,0.07
OI001016,O000399,P0145,1,21.31,0.2,0.07
OI001017,O000399,P0110,5,26.84,0.0,0.07
OI001018,O000399,P0158,5,180.15,0.0,0.07
OI001019,O000400,P0110,2,28.25,0.05,0.06
OI001020,O000400,P0077,5,99.42,0.15,0.06
OI001021,O000401,P0191,3,56.51,0.05,0.1025
OI001022,O000401,P0057,5,166.25,0.15,0.1025
OI001023,O000401,P0079,5,197.33,0.15,0.1025
OI001024,O000402,P0068,5,56.79,0.0,0.07
OI001025,O000402,P0005,1,240.23,0.15,0.07
OI001026,O000402,P0135,4,102.16,0.2,0.07
OI001027,O000402,P0195,4,39.22,0.0,0.07
OI001028,O000403,P0123,3,99.17,0.15,0.06
OI001029,O000404,P0098,5,135.11,0.0,0.0825
OI001030,O000404,P0017,1,57.86,0.2,0.0825
OI001031,O000404,P0038,3,161.88,0.0,0.0825
OI001032,O000405,P0021,1,50.42,0.05,0.07
OI001033,O000405,P0147,2,47.75,0.05,0.07
OI001034,O000405,P0157,2,129.65,0.0,0.07
OI001035,O000405,P0056,5,19.69,0.0,0.07
OI001036,O000406,P0139,3,19.5,0.0,0.06625
OI001037,O000406,P0008,5,148.57,0.1,0.06625
OI001038,O000406,P0009,5,21.21,0.0,0.06625
OI001039,O000406,P0142,1,35.74,0.1,0.06625
OI001040,O000407,P0013,5,47.05,0.1,0.0825
OI001041,O000407,P0042,4,74.78,0.1,0.0825
OI001042,O000407,P0144,3,76.33,0.0,0.0825
OI001043,O000408,P0003,1,15.29,0.05,0.0815
OI001044,O000408,P0059,4,135.64,0.0,0.0815
OI001045,O000409,P0045,3,46.82,0.0,0.07
OI001046,O000410,P0012,5,48.43,0.0,0.0625
OI001047,O000410,P0033,5,23.52,0.0,0.0625
OI001048,O000411,P0187,4,21.79,0.05,0.089
OI001049,O000411,P0199,5,21.19,0.15,0.089
OI001050,O000411,P0027,2,47.25,0.0,0.089
OI001051,O000411,P0122,5,88.07,0.1,0.089
OI001052,O000412,P0183,2,120.92,0.1,0.0
OI001053,O000412,P0066,2,20.99,0.1,0.0
OI001054,O000412,P0130,5,29.85,0.0,0.0
OI001055,O000413,P0191,1,53.65,0.0,0.0825
OI001056,O000413,P0158,4,168.84,0.0,0.0825
OI001057,O000413,P0013,2,44.62,0.05,0.0825
OI001058,O000413,P0172,1,62.75,0.15,0.0825
OI001059,O000414,P0064,4,92.09,0.0,0.08
OI001060,O000414,P0057,3,167.05,0.0,0.08
OI001061,O000414,P0143,4,9.24,0.2,0.08
OI001062,O000415,P0079,5,205.16,0.1,0.029
OI001063,O000416,P0157,3,131.98,0.2,0.0815
OI001064,O000417,P0082,5,13.98,0.1,0.1025
OI001065,O000417,P0044,1,107.8,0.05,0.1025
OI001066,O000417,P0041,5,116.5,0.15,0.1025
OI001067,O000417,P0092,2,84.45,0.05,0.1025
OI001068,O000418,P0060,2,39.47,0.0,0.08
OI001069,O000418,P0112,5,39.32,0.2,0.08
OI001070,O000418,P0063,2,21.6,0.1,0.08
OI001071,O000418,P0119,1,102.66,0.05,0.08
OI001072,O000419,P0017,1,58.21,0.0,0.05125
OI001073,O000419,P0165,1,153.12,0.0,0.05125
OI001074,O000420,P0077,5,96.46,0.05,0.0725
OI001075,O000420,P0003,3,16.15,0.0,0.0725
OI001076,O000420,P0027,4,42.89,0.05,0.0725
OI001077,O000420,P0196,2,119.93,0.2,0.0725
OI001078,O000421,P0164,3,24.81,0.0,0.077
OI001079,O000421,P0103,5,12.98,0.0,0.077
OI001080,O000421,P0073,2,8.41,0.0,0.077
OI001081,O000421,P0192,1,36.31,0.2,0.077
OI001082,O000422,P0073,4,9.3,0.15,0.06
OI001083,O000423,P0132,2,225.05,0.15,0.1025
OI001084,O000423,P0179,1,28.25,0.1,0.1025
OI001085,O000424,P0025,3,55.39,0.05,0.0725
OI001086,O000424,P0001,2,26.61,0.15,0.0725
OI001087,O000425,P0042,2,81.16,0.0,0.0825
OI001088,O000425,P0118,5,25.12,0.0,0.0825
OI001089,O000425,P0194,5,37.3,0.1,0.0825
OI001090,O000425,P0112,2,36.24,0.1,0.0825
OI001091,O000426,P0001,1,26.26,0.2,0.07
OI001092,O000427,P0136,4,75.66,0.2,0.06625
OI001093,O000428,P0168,3,66.82,0.0,0.07
OI001094,O000429,P0046,2,26.89,0.1,0.07
OI001095,O000429,P0189,3,41.86,0.1,0.07
OI001096,O000429,P0173,5,32.65,0.0,0.07
OI001097,O000429,P0005,5,250.71,0.15,0.07
OI001098,O000430,P0196,4,118.13,0.0,0.1025
OI001099,O000431,P0125,5,89.68,0.1,0.029
OI001100,O000431,P0006,3,48.31,0.1,0.029
OI001101,O000431,P0144,3,74.32,0.2,0.029
OI001102,O000431,P0001,5,29.18,0.05,0.029
OI001103,O000432,P0053,5,25.05,0.15,0.029
OI001104,O000432,P0103,1,14.16,0.05,0.029
OI001105,O000432,P0188,5,18.54,0.05,0.029
OI001106,O000433,P0103,4,12.15,0.1,0.0825
OI001107,O000433,P0036,3,18.67,0.0,0.0825
OI001108,O000434,P0171,3,48.91,0.2,0.08875
OI001109,O000434,P0011,5,88.04,0.15,0.08875
OI001110,O000435,P0115,1,126.26,0.0,0.089
OI001111,O000435,P0095,3,65.61,0.2,0.089
OI001112,O000436,P0168,1,69.97,0.0,0.05125
OI001113,O000437,P0078,5,62.2,0.0,0.0825
OI001114,O000437,P0065,4,225.99,0.2,0.0825
OI001115,O000437,P0034,3,43.98,0.15,0.0825
OI001116,O000438,P0123,2,97.26,0.0,0.0825
OI001117,O000438,P0036,1,18.83,0.05,0.0825
OI001118,O000438,P0081,2,17.08,0.2,0.0825
OI001119,O000438,P0109,3,75.34,0.0,0.0825
OI001120,O000439,P0137,3,5.1,0.0,0.089
OI001121,O000439,P0058,2,30.73,0.2,0.089
OI001122,O000440,P0184,4,31.73,0.2,0.06
OI001123,O000441,P0044,2,104.99,0.05,0.0
OI001124,O000441,P0175,1,26.18,0.15,0.0
OI001125,O000441,P0089,3,61.46,0.15,0.0
OI001126,O000442,P0059,2,133.2,0.0,0.1025
OI001127,O000442,P0196,3,112.67,0.15,0.1025
OI001128,O000442,P0094,3,8.47,0.1,0.1025
OI001129,O000442,P0164,1,23.21,0.05,0.1025
OI001130,O000443,P0136,2,76.85,0.0,0.077
OI001131,O000444,P0051,4,114.8,0.2,0.1025
OI001132,O000444,P0003,1,15.53,0.0,0.1025
OI001133,O000444,P0074,4,30.76,0.1,0.1025
OI001134,O000444,P0143,3,9.46,0.0,0.1025
OI001135,O000445,P0023,4,115.69,0.15,0.0625
OI001136,O000445,P0189,4,41.17,0.0,0.0625
OI001137,O000445,P0123,3,97.91,0.1,0.0625
OI001138,O000445,P0114,2,61.29,0.15,0.0625
OI001139,O000446,P0029,1,16.89,0.15,0.05125
OI001140,O000447,P0074,3,29.32,0.2,0.0725
OI001141,O000447,P0044,5,106.02,0.05,0.0725
OI001142,O000447,P0167,5,64.97,0.2,0.0725
OI001143,O000448,P0152,1,73.52,0.0,0.05125
OI001144,O000449,P0068,3,62.77,0.0,0.06625
OI001145,O000449,P0085,4,132.68,0.0,0.06625
OI001146,O000449,P0026,5,49.33,0.15,0.06625
OI001147,O000450,P0138,5,152.13,0.0,0.05125
OI001148,O000450,P0021,5,53.73,0.2,0.05125
OI001149,O000450,P0071,5,98.14,0.0,0.05125
OI001150,O000450,P0087,1,41.99,0.15,0.05125
OI001151,O000451,P0194,4,39.37,0.0,0.1025
OI001152,O000452,P0147,3,46.76,0.05,0.05125
OI001153,O000452,P0122,3,86.51,0.2,0.05125
OI001154,O000453,P0103,3,14.03,0.15,0.08
OI001155,O000453,P0018,4,38.81,0.1,0.08
OI001156,O000454,P0161,3,100.51,0.1,0.07
OI001157,O000455,P0026,4,44.18,0.1,0.07
OI001158,O000456,P0105,3,156.99,0.0,0.06
OI001159,O000456,P0002,4,61.81,0.05,0.06
OI001160,O000456,P0088,1,52.38,0.2,0.06
OI001161,O000456,P0064,4,90.46,0.0,0.06
OI001162,O000457,P0049,5,64.65,0.0,0.0825
OI001163,O000458,P0108,4,35.49,0.2,0.0625
OI001164,O000459,P0082,1,15.64,0.0,0.1025
OI001165,O000459,P0194,3,36.88,0.1,0.1025
OI001166,O000459,P0090,4,213.18,0.05,0.1025
OI001167,O000460,P0130,4,27.27,0.1,0.0625
OI001168,O000461,P0160,1,49.19,0.05,0.1025
OI001169,O000462,P0060,5,35.7,0.2,0.0825
OI001170,O000462,P0022,4,69.24,0.05,0.0825
OI001171,O000463,P0016,5,187.48,0.15,0.07
OI001172,O000464,P0127,3,35.08,0.0,0.089
OI001173,O000465,P0056,2,20.25,0.1,0.029
OI001174,O000465,P0013,2,40.81,0.0,0.029
OI001175,O000465,P0122,1,85.19,0.05,0.029
OI001176,O000465,P0004,2,20.76,0.1,0.029
OI001177,O000466,P0035,5,79.31,0.0,0.0
OI001178,O000466,P0086,4,195.91,0.1,0.0
OI001179,O000467,P0127,1,35.14,0.05,0.077
OI001180,O000467,P0037,3,143.7,0.2,0.077
OI001181,O000467,P0048,3,184.49,0.0,0.077
OI001182,O000467,P0031,4,13.7,0.0,0.077
OI001183,O000468,P0048,2,166.0,0.1,0.07
OI001184,O000468,P0093,1,44.68,0.0,0.07
OI001185,O000469,P0122,1,87.79,0.0,0.08875
OI001186,O000469,P0047,4,74.25,0.05,0.08875
OI001187,O000469,P0097,3,143.59,0.0,0.08875
OI001188,O000469,P0158,4,172.13,0.2,0.08875
OI001189,O000470,P0082,5,14.99,0.0,0.0825
OI001190,O000471,P0098,5,136.15,0.1,0.077
OI001191,O000471,P0016,3,173.67,0.2,0.077
OI001192,O000471,P0003,2,15.85,0.2,0.077
OI001193,O000471,P0129,5,75.42,0.15,0.077
OI001194,O000472,P0101,2,103.38,0.05,0.0825
OI001195,O000472,P0156,2,41.11,0.05,0.0825
OI001196,O000473,P0044,1,109.62,0.0,0.089
OI001197,O000474,P0064,4,96.31,0.15,0.08875
OI001198,O000474,P0075,1,59.74,0.0,0.08875
OI001199,O000474,P0191,5,54.22,0.15,0.08875
OI001200,O000474,P0183,1,106.01,0.0,0.08875
OI001201,O000475,P0061,4,20.31,0.1,0.0815
OI001202,O000475,P0036,5,19.02,0.15,0.0815
OI001203,O000476,P0011,1,93.22,0.15,0.089
OI001204,O000476,P0013,5,42.36,0.0,0.089
OI001205,O000477,P0178,5,13.62,0.15,0.0
OI001206,O000477,P0067,3,221.84,0.0,0.0
OI001207,O000477,P0085,2,135.65,0.2,0.0
OI001208,O000478,P0073,3,9.2,0.1,0.0
OI001209,O000478,P0149,4,61.75,0.0,0.0
OI001210,O000478,P0181,1,91.91,0.0,0.0
OI001211,O000479,P0001,2,25.57,0.05,0.07
OI001212,O000479,P0039,5,43.67,0.1,0.07
OI001213,O000479,P0101,3,101.11,0.0,0.07
OI001214,O000480,P0142,3,32.73,0.0,0.029
OI001215,O000480,P0180,4,103.76,0.2,0.029
OI001216,O000481,P0007,5,40.11,0.0,0.06
OI001217,O000481,P0014,4,18.6,0.0,0.06
OI001218,O000481,P0022,2,70.03,0.0,0.06
OI001219,O000481,P0033,5,23.25,0.2,0.06
OI001220,O000482,P0080,1,43.71,0.05,0.089
OI001221,O000482,P0098,2,150.28,0.1,0.089
OI001222,O000482,P0186,4,53.67,0.2,0.089
OI001223,O000483,P0067,3,237.19,0.1,0.0625
OI001224,O000483,P0061,4,21.45,0.0,0.0625
OI001225,O000484,P0105,3,173.22,0.05,0.08
OI001226,O000484,P0140,4,33.43,0.0,0.08
OI001227,O000484,P0114,2,61.2,0.2,0.08
OI001228,O000484,P0131,2,12.12,0.0,0.08
OI001229,O000485,P0186,4,50.17,0.0,0.1025
OI001230,O000485,P0108,2,33.67,0.2,0.1025
OI001231,O000485,P0190,4,13.02,0.15,0.1025
OI001232,O000486,P0197,1,20.49,0.2,0.1025
OI001233,O000487,P0129,1,70.4,0.05,0.07
OI001234,O000487,P0046,5,27.31,0.15,0.07
OI001235,O000487,P0186,1,53.72,0.1,0.07
OI001236,O000488,P0186,2,47.78,0.0,0.029
OI001237,O000489,P0014,1,21.51,0.0,0.0825
OI001238,O000489,P0015,1,16.82,0.15,0.0825
OI001239,O000489,P0052,5,34.37,0.0,0.0825
OI001240,O000489,P0042,1,71.73,0.05,0.0825
OI001241,O000490,P0196,1,118.9,0.0,0.07
OI001242,O000490,P0167,4,66.3,0.0,0.07
OI001243,O000490,P0143,3,9.24,0.15,0.07
OI001244,O000490,P0107,1,109.76,0.05,0.07
OI001245,O000491,P0181,1,98.47,0.0,0.06625
OI001246,O000491,P0031,5,14.68,0.1,0.06625
OI001247,O000492,P0200,5,15.17,0.0,0.0825
OI001248,O000493,P0002,2,61.72,0.15,0.07
OI001249,O000494,P0102,2,18.25,0.0,0.029
OI001250,O000494,P0048,4,179.99,0.1,0.029
OI001251,O000495,P0063,5,24.61,0.05,0.07
OI001252,O000496,P0056,2,19.66,0.2,0.0815
OI001253,O000497,P0057,1,163.1,0.0,0.029
OI001254,O000498,P0179,2,29.09,0.15,0.0815
OI001255,O000498,P0075,3,56.18,0.15,0.0815
OI001256,O000498,P0104,1,23.08,0.05,0.0815
OI001257,O000498,P0183,1,118.63,0.05,0.0815
OI001258,O000499,P0036,5,19.31,0.1,0.0725
OI001259,O000500,P0196,5,113.1,0.0,0.0
OI001260,O000501,P0027,1,46.55,0.1,0.06625
OI001261,O000501,P0007,1,40.91,0.05,0.06625
OI001262,O000501,P0118,4,23.4,0.2,0.06625
OI001263,O000501,P0053,2,24.82,0.2,0.06625
OI001264,O000502,P0129,4,72.01,0.1,0.06625
OI001265,O000502,P0084,1,121.06,0.0,0.06625
OI001266,O000502,P0181,3,95.1,0.1,0.06625
OI001267,O000503,P0175,1,28.11,0.2,0.1025
OI001268,O000503,P0053,2,26.67,0.0,0.1025
OI001269,O000503,P0037,5,145.8,0.1,0.1025
OI001270,O000503,P0123,4,101.08,0.0,0.1025
OI001271,O000504,P0152,1,79.9,0.05,0.08875
OI001272,O000504,P0174,2,55.39,0.05,0.08875
OI001273,O000504,P0060,1,39.73,0.15,0.08875
OI001274,O000504,P0046,2,25.94,0.15,0.08875
OI001275,O000505,P0129,3,68.33,0.0,0.0
OI001276,O000505,P0153,4,73.7,0.15,0.0
OI001277,O000505,P0119,1,101.07,0.15,0.0
OI001278,O000505,P0128,3,15.7,0.0,0.0
OI001279,O000506,P0119,3,107.99,0.1,0.08
OI001280,O000507,P0148,3,152.14,0.0,0.07
OI001281,O000507,P0142,4,37.46,0.0,0.07
OI001282,O000507,P0060,2,39.09,0.0,0.07
OI001283,O000507,P0009,2,18.27,0.0,0.07
OI001284,O000508,P0116,4,40.08,0.0,0.0825
OI001285,O000509,P0118,4,23.57,0.0,0.029
OI001286,O000509,P0047,4,68.66,0.05,0.029
OI001287,O000509,P0065,4,224.15,0.0,0.029
OI001288,O000509,P0072,5,47.84,0.0,0.029
OI001289,O000510,P0180,2,97.59,0.0,0.07
OI001290,O000510,P0041,2,132.69,0.0,0.07
OI001291,O000510,P0195,4,36.19,0.2,0.07
OI001292,O000510,P0127,1,32.43,0.15,0.07
OI001293,O000511,P0092,4,87.91,0.2,0.06625
OI001294,O000511,P0053,5,24.4,0.1,0.06625
OI001295,O000511,P0151,1,26.32,0.15,0.06625
OI001296,O000512,P0140,1,34.5,0.0,0.089
OI001297,O000513,P0159,3,23.14,0.15,0.07
OI001298,O000513,P0009,1,20.03,0.0,0.07
OI001299,O000514,P0089,5,65.36,0.0,0.0825
OI001300,O000514,P0016,3,181.49,0.2,0.0825
OI001301,O000514,P0030,1,42.85,0.1,0.0825
OI001302,O000515,P0002,1,57.47,0.2,0.0815
OI001303,O000515,P0138,2,155.06,0.05,0.0815
OI001304,O000516,P0015,2,15.89,0.1,0.0815
OI001305,O000516,P0031,4,13.9,0.1,0.0815
OI001306,O000517,P0160,2,43.59,0.1,0.1025
OI001307,O000517,P0026,1,47.19,0.0,0.1025
OI001308,O000517,P0151,4,25.76,0.2,0.1025
OI001309,O000518,P0197,5,22.22,0.2,0.08875
OI001310,O000518,P0059,5,145.11,0.05,0.08875
OI001311,O000518,P0007,2,40.3,0.0,0.08875
OI001312,O000518,P0002,2,60.84,0.0,0.08875
OI001313,O000519,P0026,1,44.24,0.2,0.0825
OI001314,O000519,P0149,1,65.61,0.1,0.0825
OI001315,O000520,P0182,3,98.84,0.15,0.08
OI001316,O000520,P0066,5,19.52,0.0,0.08
OI001317,O000521,P0111,5,59.02,0.15,0.0825
OI001318,O000521,P0071,3,99.76,0.15,0.0825
OI001319,O000521,P0015,2,17.44,0.15,0.0825
OI001320,O000522,P0093,2,50.13,0.2,0.1025
OI001321,O000522,P0079,3,201.94,0.0,0.1025
OI001322,O000523,P0044,2,102.38,0.0,0.0725
OI001323,O000523,P0194,5,38.19,0.0,0.0725
OI001324,O000523,P0077,1,96.14,0.0,0.0725
OI001325,O000523,P0115,2,130.58,0.05,0.0725
OI001326,O000524,P0068,3,63.09,0.0,0.06625
OI001327,O000525,P0063,2,23.45,0.0,0.1025
OI001328,O000525,P0095,2,59.94,0.1,0.1025
OI001329,O000526,P0176,4,39.91,0.0,0.0825
OI001330,O000527,P0024,2,123.62,0.2,0.07
OI001331,O000527,P0114,1,57.59,0.0,0.07
OI001332,O000527,P0109,4,71.39,0.2,0.07
OI001333,O000527,P0169,5,69.78,0.2,0.07
OI001334,O000528,P0119,4,105.83,0.1,0.0825
OI001335,O000528,P0121,1,50.61,0.2,0.0825
OI001336,O000529,P0023,4,110.26,0.15,0.0
OI001337,O000530,P0044,4,106.09,0.0,0.1025
OI001338,O000530,P0057,5,186.14,0.15,0.1025
OI001339,O000530,P0069,3,74.99,0.0,0.1025
OI001340,O000530,P0089,2,60.18,0.05,0.1025
OI001341,O000531,P0017,1,62.32,0.0,0.06625
OI001342,O000531,P0168,5,73.8,0.2,0.06625
OI001343,O000531,P0004,3,21.07,0.05,0.06625
OI001344,O000532,P0126,4,10.08,0.05,0.1025
OI001345,O000532,P0166,2,112.98,0.15,0.1025
OI001346,O000532,P0163,3,52.31,0.1,0.1025
OI001347,O000533,P0104,1,24.17,0.05,0.06625
OI001348,O000533,P0142,1,35.03,0.15,0.06625
OI001349,O000534,P0006,4,48.81,0.1,0.029
OI001350,O000534,P0075,1,57.16,0.0,0.029
OI001351,O000534,P0061,2,22.03,0.1,0.029
OI001352,O000534,P0094,3,9.63,0.15,0.029
OI001353,O000535,P0141,2,105.86,0.0,0.07
OI001354,O000536,P0100,4,221.33,0.15,0.077
OI001355,O000537,P0147,4,46.15,0.2,0.0
OI001356,O000537,P0036,5,18.28,0.2,0.0
OI001357,O000537,P0031,1,14.72,0.1,0.0
OI001358,O000538,P0196,1,113.33,0.15,0.06
OI001359,O000538,P0042,5,72.81,0.15,0.06
OI001360,O000538,P0148,5,149.69,0.15,0.06
OI001361,O000538,P0174,5,61.57,0.1,0.06
OI001362,O000539,P0157,4,140.82,0.0,0.08875
OI001363,O000539,P0068,1,57.12,0.2,0.08875
OI001364,O000539,P0044,5,102.11,0.2,0.08875
OI001365,O000540,P0017,3,64.52,0.1,0.089
OI001366,O000540,P0158,2,160.75,0.05,0.089
OI001367,O000541,P0121,4,54.97,0.05,0.1025
OI001368,O000541,P0129,2,72.07,0.05,0.1025
OI001369,O000541,P0002,5,59.66,0.0,0.1025
OI001370,O000541,P0099,1,84.73,0.05,0.1025
OI001371,O000542,P0013,5,40.64,0.2,0.08
OI001372,O000542,P0053,1,24.72,0.1,0.08
OI001373,O000542,P0008,2,141.11,0.15,0.08
OI001374,O000542,P0132,4,241.92,0.2,0.08
OI001375,O000543,P0165,4,145.84,0.0,0.077
OI001376,O000543,P0166,1,112.31,0.0,0.077
OI001377,O000544,P0062,5,74.82,0.0,0.0725
OI001378,O000545,P0086,4,218.36,0.0,0.0815
OI001379,O000545,P0134,2,33.1,0.2,0.0815
OI001380,O000545,P0175,3,27.9,0.2,0.0815
OI001381,O000546,P0142,5,34.65,0.2,0.07
OI001382,O000546,P0069,1,72.58,0.1,0.07
OI001383,O000547,P0066,5,21.61,0.05,0.029
OI001384,O000547,P0129,3,72.09,0.0,0.029
OI001385,O000547,P0193,4,24.4,0.05,0.029
OI001386,O000547,P0021,5,52.81,0.0,0.029
OI001387,O000548,P0119,5,103.88,0.15,0.08
OI001388,O000548,P0155,1,13.19,0.15,0.08
OI001389,O000548,P0199,3,20.48,0.1,0.08
OI001390,O000548,P0160,2,43.26,0.0,0.08
OI001391,O000549,P0046,5,28.07,0.15,0.089
OI001392,O000549,P0049,2,65.07,0.2,0.089
OI001393,O000549,P0089,5,64.44,0.2,0.089
OI001394,O000549,P0097,5,147.37,0.05,0.089
OI001395,O000550,P0013,3,46.71,0.0,0.08875
OI001396,O000550,P0134,1,34.92,0.15,0.08875
OI001397,O000551,P0013,4,46.95,0.0,0.08875
OI001398,O000551,P0168,5,72.13,0.0,0.08875
OI001399,O000551,P0169,3,75.38,0.2,0.08875
OI001400,O000552,P0039,4,38.7,0.15,0.0625
OI001401,O000552,P0163,5,54.61,0.2,0.0625
OI001402,O000552,P0140,3,35.4,0.1,0.0625
OI001403,O000553,P0110,3,26.46,0.15,0.07
OI001404,O000553,P0156,4,40.06,0.15,0.07
OI001405,O000553,P0027,5,47.22,0.0,0.07
OI001406,O000553,P0160,3,45.22,0.0,0.07
OI001407,O000554,P0040,3,78.94,0.0,0.077
OI001408,O000554,P0194,3,35.18,0.05,0.077
OI001409,O000554,P0196,4,109.38,0.2,0.077
OI001410,O000554,P0167,2,60.64,0.0,0.077
OI001411,O000555,P0016,1,195.75,0.2,0.06
OI001412,O000555,P0058,2,34.18,0.0,0.06
OI001413,O000555,P0108,3,37.97,0.2,0.06
OI001414,O000556,P0071,5,97.82,0.05,0.06
OI001415,O000556,P0115,4,134.62,0.1,0.06
OI001416,O000556,P0074,5,29.45,0.0,0.06
OI001417,O000557,P0023,2,116.17,0.0,0.1025
OI001418,O000557,P0124,5,152.11,0.0,0.1025
OI001419,O000557,P0178,3,14.11,0.0,0.1025
OI001420,O000558,P0070,4,178.35,0.0,0.0825
OI001421,O000558,P0184,5,34.01,0.1,0.0825
OI001422,O000558,P0159,1,24.63,0.1,0.0825
OI001423,O000559,P0155,5,13.23,0.0,0.0825
OI001424,O000559,P0183,5,104.26,0.0,0.0825
OI001425,O000560,P0169,4,72.98,0.0,0.0725
OI001426,O000561,P0185,2,15.03,0.0,0.0625
OI001427,O000561,P0107,5,114.23,0.05,0.0625
OI001428,O000561,P0034,3,43.3,0.15,0.0625
OI001429,O000562,P0011,1,88.72,0.15,0.0725
OI001430,O000562,P0174,1,57.98,0.2,0.0725
OI001431,O000563,P0088,2,52.25,0.0,0.0
OI001432,O000564,P0174,3,56.34,0.05,0.06
OI001433,O000564,P0002,3,58.72,0.2,0.06
OI001434,O000564,P0122,1,97.45,0.2,0.06
OI001435,O000564,P0123,2,109.29,0.0,0.06
OI001436,O000565,P0047,5,71.17,0.0,0.0815
OI001437,O000565,P0064,1,91.41,0.1,0.0815
OI001438,O000565,P0084,5,123.91,0.0,0.0815
OI001439,O000565,P0180,5,103.28,0.0,0.0815
OI001440,O000566,P0069,5,71.02,0.0,0.077
OI001441,O000566,P0003,5,14.84,0.0,0.077
OI001442,O000566,P0160,2,42.7,0.2,0.077
OI001443,O000566,P0140,2,34.36,0.0,0.077
OI001444,O000567,P0146,5,54.36,0.0,0.0625
OI001445,O000567,P0120,5,30.43,0.0,0.0625
OI001446,O000567,P0179,4,28.17,0.15,0.0625
OI001447,O000568,P0012,3,52.04,0.15,0.0
OI001448,O000568,P0082,3,15.26,0.05,0.0
OI001449,O000569,P0196,4,107.54,0.0,0.07
OI001450,O000569,P0085,5,139.01,0.05,0.07
OI001451,O000569,P0102,2,15.95,0.15,0.07
OI001452,O000570,P0076,4,75.59,0.0,0.029
OI001453,O000571,P0113,2,65.57,0.2,0.07
OI001454,O000572,P0152,3,76.78,0.05,0.06
OI001455,O000572,P0084,1,132.27,0.05,0.06
OI001456,O000573,P0112,4,38.46,0.1,0.0825
OI001457,O000573,P0191,3,53.07,0.0,0.0825
OI001458,O000573,P0077,5,98.52,0.05,0.0825
OI001459,O000573,P0184,5,33.1,0.2,0.0825
OI001460,O000574,P0191,4,57.05,0.2,0.06625
OI001461,O000574,P0178,1,14.55,0.0,0.06625
OI001462,O000575,P0055,5,127.22,0.1,0.0625
OI001463,O000575,P0175,3,25.56,0.0,0.0625
OI001464,O000575,P0035,5,78.79,0.05,0.0625
OI001465,O000575,P0054,2,70.51,0.1,0.0625
OI001466,O000576,P0160,2,43.91,0.15,0.06
OI001467,O000576,P0182,3,98.09,0.0,0.06
OI001468,O000577,P0076,3,71.37,0.0,0.07
OI001469,O000577,P0036,5,18.78,0.0,0.07
OI001470,O000577,P0055,5,108.58,0.2,0.07
OI001471,O000578,P0052,5,36.19,0.0,0.0
OI001472,O000579,P0053,4,26.44,0.15,0.08
OI001473,O000579,P0020,1,127.66,0.1,0.08
OI001474,O000580,P0035,1,76.5,0.0,0.0
OI001475,O000580,P0162,4,14.33,0.05,0.0
OI001476,O000580,P0074,1,28.09,0.1,0.0
OI001477,O000581,P0041,4,118.64,0.15,0.05125
OI001478,O000581,P0004,3,21.58,0.1,0.05125
OI001479,O000581,P0011,3,93.56,0.2,0.05125
OI001480,O000581,P0063,5,23.12,0.05,0.05125
OI001481,O000582,P0009,3,20.75,0.0,0.1025
OI001482,O000582,P0151,3,26.71,0.2,0.1025
OI001483,O000582,P0190,2,11.63,0.1,0.1025
OI001484,O000582,P0159,4,23.29,0.0,0.1025
OI001485,O000583,P0059,1,140.69,0.0,0.0
OI001486,O000583,P0065,4,224.28,0.2,0.0
OI001487,O000583,P0005,2,222.97,0.0,0.0
OI001488,O000584,P0033,4,22.5,0.15,0.077
OI001489,O000584,P0053,4,23.14,0.2,0.077
OI001490,O000585,P0192,3,35.06,0.2,0.05125
OI001491,O000585,P0148,3,160.86,0.2,0.05125
OI001492,O000585,P0154,4,31.75,0.15,0.05125
OI001493,O000585,P0138,4,156.92,0.2,0.05125
OI001494,O000586,P0026,4,44.41,0.05,0.089
OI001495,O000587,P0066,4,19.83,0.0,0.07
OI001496,O000587,P0121,1,50.32,0.1,0.07
OI001497,O000588,P0078,5,62.14,0.1,0.1025
OI001498,O000588,P0067,3,216.39,0.0,0.1025
OI001499,O000588,P0018,2,40.92,0.15,0.1025
OI001500,O000589,P0069,5,77.34,0.0,0.089
OI001501,O000589,P0040,2,69.32,0.2,0.089
OI001502,O000589,P0055,3,122.19,0.15,0.089
OI001503,O000590,P0156,4,43.28,0.15,0.05125
OI001504,O000591,P0135,3,115.82,0.1,0.0825
OI001505,O000591,P0004,2,20.64,0.1,0.0825
OI001506,O000591,P0077,4,99.57,0.15,0.0825
OI001507,O000592,P0036,4,17.03,0.2,0.0
OI001508,O000593,P0120,2,31.36,0.0,0.08
OI001509,O000594,P0018,3,43.95,0.2,0.07
OI001510,O000594,P0132,2,228.53,0.15,0.07
OI001511,O000594,P0109,2,80.21,0.05,0.07
OI001512,O000595,P0075,4,55.8,0.0,0.1025
OI001513,O000595,P0133,4,85.3,0.15,0.1025
OI001514,O000595,P0054,2,69.36,0.2,0.1025
OI001515,O000595,P0026,1,44.77,0.15,0.1025
OI001516,O000596,P0108,2,34.52,0.1,0.0
OI001517,O000597,P0081,4,16.62,0.15,0.05125
OI001518,O000597,P0070,3,182.26,0.1,0.05125
OI001519,O000597,P0183,5,109.65,0.05,0.05125
OI001520,O000597,P0139,1,19.24,0.1,0.05125
