payment_id,order_id,payment_date,payment_method,provider,transaction_id,amount,status
PMT000661,O000661,2024-01-21,BankTransfer,Adyen,TXN-000661,1223.71,Paid
PMT000662,O000662,2024-01-09,PayPal,Braintree,TXN-000662,1538.15,Paid
PMT000663,O000663,2024-03-07,Wallet,PayPal,TXN-000663,1234.78,Paid
PMT000664,O000664,2024-04-26,Card,Adyen,TXN-000664,48.11,Paid
PMT000665,O000665,2024-02-07,PayPal,PayPal,TXN-000665,87.47,Paid
PMT000666,O000666,2024-02-24,PayPal,Braintree,TXN-000666,259.32,Paid
PMT000667,O000667,2024-01-17,BankTransfer,PayPal,TXN-000667,446.63,Paid
PMT000668,O000668,2024-02-26,PayPal,Stripe,TXN-000668,0.0,Pending
PMT000669,O000669,2024-04-18,Card,Adyen,TXN-000669,132.68,Paid
PMT000670,O000670,2024-03-26,Card,PayPal,TXN-000670,21.59,Paid
PMT000671,O000671,2024-03-02,Card,Adyen,TXN-000671,571.24,Paid
PMT000672,O000672,2024-03-24,Card,PayPal,TXN-000672,1286.0,Paid
PMT000673,O000673,2024-01-23,PayPal,PayPal,TXN-000673,681.76,Paid
PMT000674,O000674,2024-03-25,PayPal,Stripe,TXN-000674,424.21,Paid
PMT000675,O000675,2024-06-24,PayPal,PayPal,TXN-000675,391.03,Paid
PMT000676,O000676,2024-02-02,Card,Braintree,TXN-000676,87.44,Paid
PMT000677,O000677,2024-02-12,Wallet,Braintree,TXN-000677,76.69,Paid
PMT000678,O000678,2024-01-24,Wallet,Stripe,TXN-000678,627.14,Paid
PMT000679,O000679,2024-04-06,PayPal,PayPal,TXN-000679,596.75,Paid
PMT000680,O000680,2024-06-23,Card,Braintree,TXN-000680,115.34,Paid
PMT000681,O000681,2024-01-15,Card,Braintree,TXN-000681,181.8,Paid
PMT000682,O000682,2024-05-10,BankTransfer,Adyen,TXN-000682,1325.5,Paid
PMT000683,O000683,2024-03-15,Card,Braintree,TXN-000683,689.25,Paid
PMT000684,O000684,2024-05-14,Card,PayPal,TXN-000684,388.88,Paid
PMT000685,O000685,2024-01-08,PayPal,PayPal,TXN-000685,201.84,Paid
PMT000686,O000686,2024-01-06,Wallet,Stripe,TXN-000686,24.75,Refunded
PMT000687,O000687,2024-03-22,PayPal,Stripe,TXN-000687,327.53,Refunded
PMT000688,O000688,2024-05-16,BankTransfer,Braintree,TXN-000688,238.72,Paid
PMT000689,O000689,2024-03-31,Card,PayPal,TXN-000689,284.44,Refunded
PMT000690,O000690,2024-04-03,Card,Stripe,TXN-000690,609.16,Paid
PMT000691,O000691,2024-06-01,Card,Braintree,TXN-000691,789.09,Paid
PMT000692,O000692,2024-03-24,BankTransfer,Stripe,TXN-000692,513.78,Paid
PMT000693,O000693,2024-04-24,Wallet,Stripe,TXN-000693,0.0,Pending
PMT000694,O000694,2024-03-21,Wallet,PayPal,TXN-000694,673.18,Paid
PMT000695,O000695,2024-02-07,PayPal,Stripe,TXN-000695,288.31,Paid
PMT000696,O000696,2024-03-01,Card,Braintree,TXN-000696,272.51,Paid
PMT000697,O000697,2024-04-10,BankTransfer,Braintree,TXN-000697,401.02,Paid
PMT000698,O000698,2024-04-08,PayPal,PayPal,TXN-000698,449.01,Refunded
PMT000699,O000699,2024-05-22,PayPal,Braintree,TXN-000699,627.85,Paid
PMT000700,O000700,2024-04-22,Card,Adyen,TXN-000700,0.0,Pending
PMT000701,O000701,2024-04-13,Card,Braintree,TXN-000701,44.09,Paid
PMT000702,O000702,2024-06-11,BankTransfer,PayPal,TXN-000702,463.05,Paid
PMT000703,O000703,2024-01-08,BankTransfer,Adyen,TXN-000703,220.49,Refunded
PMT000704,O000704,2024-02-13,BankTransfer,PayPal,TXN-000704,467.67,Paid
PMT000705,O000705,2024-06-05,PayPal,Braintree,TXN-000705,319.51,Paid
PMT000706,O000706,2024-05-21,BankTransfer,Stripe,TXN-000706,607.85,Paid
PMT000707,O000707,2024-04-23,PayPal,Stripe,TXN-000707,340.79,Paid
PMT000708,O000708,2024-05-07,PayPal,Stripe,TXN-000708,778.46,Paid
PMT000709,O000709,2024-02-09,Wallet,Adyen,TXN-000709,234.44,Paid
PMT000710,O000710,2024-01-07,BankTransfer,Adyen,TXN-000710,81.52,Paid
PMT000711,O000711,2024-02-01,BankTransfer,Stripe,TXN-000711,138.39,Paid
PMT000712,O000712,2024-04-20,Card,Adyen,TXN-000712,89.97,Paid
PMT000713,O000713,2024-06-24,Card,Braintree,TXN-000713,162.88,Paid
PMT000714,O000714,2024-03-08,PayPal,PayPal,TXN-000714,313.62,Paid
PMT000715,O000715,2024-04-14,BankTransfer,Braintree,TXN-000715,157.03,Paid
PMT000716,O000716,2024-02-07,Wallet,Adyen,TXN-000716,54.1,Paid
PMT000717,O000717,2024-03-14,PayPal,Stripe,TXN-000717,181.08,Paid
PMT000718,O000718,2024-01-05,Card,Braintree,TXN-000718,235.95,Paid
PMT000719,O000719,2024-02-18,Wallet,Stripe,TXN-000719,27.55,Paid
PMT000720,O000720,2024-02-17,BankTransfer,PayPal,TXN-000720,114.92,Paid
PMT000721,O000721,2024-06-08,Wallet,Braintree,TXN-000721,65.51,Paid
PMT000722,O000722,2024-02-06,Wallet,Adyen,TXN-000722,308.27,Paid
PMT000723,O000723,2024-02-21,PayPal,Braintree,TXN-000723,0.0,Pending
PMT000724,O000724,2024-02-25,Card,PayPal,TXN-000724,89.92,Paid
PMT000725,O000725,2024-04-18,BankTransfer,Adyen,TXN-000725,0.0,Pending
PMT000726,O000726,2024-06-05,PayPal,Stripe,TXN-000726,376.12,Paid
PMT000727,O000727,2024-06-02,PayPal,Stripe,TXN-000727,1162.72,Paid
PMT000728,O000728,2024-01-15,Wallet,PayPal,TXN-000728,1276.05,Paid
PMT000729,O000729,2024-01-04,Wallet,Stripe,TXN-000729,918.61,Paid
PMT000730,O000730,2024-05-25,Card,Adyen,TXN-000730,573.64,Paid
PMT000731,O000731,2024-03-30,Card,Adyen,TXN-000731,384.25,Paid
PMT000732,O000732,2024-01-12,BankTransfer,Braintree,TXN-000732,253.12,Paid
PMT000733,O000733,2024-03-13,BankTransfer,Braintree,TXN-000733,514.12,Paid
PMT000734,O000734,2024-01-12,Card,Braintree,TXN-000734,1068.04,Paid
PMT000735,O000735,2024-05-30,Card,Stripe,TXN-000735,240.59,Paid
PMT000736,O000736,2024-01-10,BankTransfer,Stripe,TXN-000736,331.84,Paid
PMT000737,O000737,2024-03-05,Card,Adyen,TXN-000737,365.37,Paid
PMT000738,O000738,2024-04-15,Wallet,PayPal,TXN-000738,335.86,Paid
PMT000739,O000739,2024-03-31,PayPal,PayPal,TXN-000739,55.81,Paid
PMT000740,O000740,2024-06-12,Wallet,Braintree,TXN-000740,538.4,Paid
PMT000741,O000741,2024-02-13,BankTransfer,Stripe,TXN-000741,1478.29,Paid
PMT000742,O000742,2024-04-15,Card,Braintree,TXN-000742,142.39,Paid
PMT000743,O000743,2024-05-25,BankTransfer,Adyen,TXN-000743,377.75,Paid
PMT000744,O000744,2024-05-02,BankTransfer,PayPal,TXN-000744,1409.77,Paid
PMT000745,O000745,2024-06-07,Card,PayPal,TXN-000745,610.36,Paid
PMT000746,O000746,2024-02-26,Wallet,PayPal,TXN-000746,709.91,Paid
PMT000747,O000747,2024-02-25,BankTransfer,Adyen,TXN-000747,2472.9,Paid
PMT000748,O000748,2024-03-27,BankTransfer,Stripe,TXN-000748,306.63,Paid
PMT000749,O000749,2024-03-05,Card,PayPal,TXN-000749,0.0,Pending
PMT000750,O000750,2024-05-09,PayPal,PayPal,TXN-000750,1736.89,Paid
PMT000751,O000751,2024-05-18,Wallet,PayPal,TXN-000751,285.58,Paid
PMT000752,O000752,2024-06-21,BankTransfer,PayPal,TXN-000752,0.0,Pending
PMT000753,O000753,2024-04-01,Wallet,Braintree,TXN-000753,926.7,Paid
PMT000754,O000754,2024-02-23,PayPal,Adyen,TXN-000754,183.7,Paid
PMT000755,O000755,2024-03-27,Card,PayPal,TXN-000755,128.86,Paid
PMT000756,O000756,2024-03-05,Card,PayPal,TXN-000756,890.69,Paid
PMT000757,O000757,2024-01-22,Card,PayPal,TXN-000757,1455.66,Paid
PMT000758,O000758,2024-05-15,BankTransfer,PayPal,TXN-000758,101.81,Paid
PMT000759,O000759,2024-03-05,Wallet,Adyen,TXN-000759,28.31,Paid
PMT000760,O000760,2024-05-09,Wallet,Adyen,TXN-000760,229.13,Paid
PMT000761,O000761,2024-06-23,Card,PayPal,TXN-000761,307.6,Paid
PMT000762,O000762,2024-05-16,Card,PayPal,TXN-000762,56.84,Paid
PMT000763,O000763,2024-04-04,PayPal,Stripe,TXN-000763,555.9,Paid
PMT000764,O000764,2024-01-16,Card,Adyen,TXN-000764,346.55,Refunded
PMT000765,O000765,2024-03-06,Card,Stripe,TXN-000765,467.03,Paid
PMT000766,O000766,2024-04-15,Card,Adyen,TXN-000766,537.92,Paid
PMT000767,O000767,2024-04-16,Wallet,Stripe,TXN-000767,174.48,Paid
PMT000768,O000768,2024-02-01,Wallet,Braintree,TXN-000768,165.1,Paid
PMT000769,O000769,2024-06-30,PayPal,Adyen,TXN-000769,797.43,Paid
PMT000770,O000770,2024-05-06,Card,Adyen,TXN-000770,1414.19,Paid
PMT000771,O000771,2024-05-02,BankTransfer,Adyen,TXN-000771,580.0,Paid
PMT000772,O000772,2024-02-06,Card,Adyen,TXN-000772,482.0,Paid
PMT000773,O000773,2024-04-26,BankTransfer,Adyen,TXN-000773,730.81,Paid
PMT000774,O000774,2024-02-03,BankTransfer,Stripe,TXN-000774,106.83,Paid
PMT000775,O000775,2024-02-27,Wallet,PayPal,TXN-000775,32.01,Paid
PMT000776,O000776,2024-06-20,Card,Braintree,TXN-000776,758.18,Paid
PMT000777,O000777,2024-04-19,BankTransfer,PayPal,TXN-000777,458.51,Refunded
PMT000778,O000778,2024-06-13,Card,PayPal,TXN-000778,1219.76,Paid
PMT000779,O000779,2024-01-31,PayPal,Stripe,TXN-000779,772.69,Paid
PMT000780,O000780,2024-01-29,PayPal,PayPal,TXN-000780,102.69,Paid
PMT000781,O000781,2024-06-20,Card,Stripe,TXN-000781,282.5,Paid
PMT000782,O000782,2024-02-23,Wallet,Braintree,TXN-000782,429.82,Refunded
PMT000783,O000783,2024-03-10,PayPal,Braintree,TXN-000783,0.0,Pending
PMT000784,O000784,2024-06-12,PayPal,PayPal,TXN-000784,496.96,Paid
PMT000785,O000785,2024-06-16,Wallet,Stripe,TXN-000785,824.56,Paid
PMT000786,O000786,2024-06-19,BankTransfer,PayPal,TXN-000786,414.14,Paid
PMT000787,O000787,2024-01-27,BankTransfer,Stripe,TXN-000787,101.33,Refunded
PMT000788,O000788,2024-06-30,PayPal,PayPal,TXN-000788,684.58,Paid
PMT000789,O000789,2024-02-01,Wallet,Adyen,TXN-000789,2040.65,Paid
PMT000790,O000790,2024-03-07,Card,PayPal,TXN-000790,648.35,Paid
PMT000791,O000791,2024-05-08,BankTransfer,Braintree,TXN-000791,364.54,Paid
PMT000792,O000792,2024-05-31,BankTransfer,Braintree,TXN-000792,663.85,Paid
PMT000793,O000793,2024-01-07,Wallet,Braintree,TXN-000793,80.85,Paid
PMT000794,O000794,2024-05-20,Wallet,Braintree,TXN-000794,380.06,Paid
PMT000795,O000795,2024-03-02,BankTransfer,Adyen,TXN-000795,0.0,Pending
PMT000796,O000796,2024-04-29,BankTransfer,Stripe,TXN-000796,228.81,Paid
PMT000797,O000797,2024-02-28,BankTransfer,Stripe,TXN-000797,917.04,Paid
PMT000798,O000798,2024-02-03,PayPal,PayPal,TXN-000798,146.88,Refunded
PMT000799,O000799,2024-04-05,BankTransfer,Stripe,TXN-000799,38.14,Paid
PMT000800,O000800,2024-03-29,BankTransfer,Stripe,TXN-000800,232.78,Paid
PMT000801,O000801,2024-04-07,Wallet,Stripe,TXN-000801,347.41,Paid
PMT000802,O000802,2024-05-03,Wallet,Adyen,TXN-000802,1175.63,Paid
PMT000803,O000803,2024-01-13,Wallet,PayPal,TXN-000803,200.49,Paid
PMT000804,O000804,2024-06-26,Card,Stripe,TXN-000804,319.3,Paid
PMT000805,O000805,2024-04-13,Card,Adyen,TXN-000805,312.16,Paid
PMT000806,O000806,2024-01-01,PayPal,Adyen,TXN-000806,574.05,Paid
PMT000807,O000807,2024-05-09,BankTransfer,Stripe,TXN-000807,240.69,Paid
PMT000808,O000808,2024-06-25,PayPal,Adyen,TXN-000808,72.3,Paid
PMT000809,O000809,2024-05-29,BankTransfer,Adyen,TXN-000809,275.49,Refunded
PMT000810,O000810,2024-04-30,PayPal,PayPal,TXN-000810,0.0,Pending
PMT000811,O000811,2024-04-17,BankTransfer,Braintree,TXN-000811,466.33,Paid
PMT000812,O000812,2024-04-27,Wallet,PayPal,TXN-000812,0.0,Pending
PMT000813,O000813,2024-05-12,Card,Braintree,TXN-000813,621.4,Paid
PMT000814,O000814,2024-05-12,Wallet,Stripe,TXN-000814,300.34,Refunded
PMT000815,O000815,2024-02-01,PayPal,Stripe,TXN-000815,498.36,Paid
PMT000816,O000816,2024-01-07,BankTransfer,Adyen,TXN-000816,1288.15,Paid
PMT000817,O000817,2024-03-10,BankTransfer,Adyen,TXN-000817,228.07,Paid
PMT000818,O000818,2024-03-20,Card,Stripe,TXN-000818,892.38,Paid
PMT000819,O000819,2024-03-26,Wallet,Adyen,TXN-000819,447.43,Paid
PMT000820,O000820,2024-04-16,BankTransfer,PayPal,TXN-000820,793.86,Paid
PMT000821,O000821,2024-06-30,PayPal,Braintree,TXN-000821,301.39,Paid
PMT000822,O000822,2024-04-15,BankTransfer,PayPal,TXN-000822,459.21,Paid
PMT000823,O000823,2024-04-06,PayPal,Adyen,TXN-000823,47.26,Refunded
PMT000824,O000824,2024-01-29,Wallet,Stripe,TXN-000824,492.71,Paid
PMT000825,O000825,2024-02-12,BankTransfer,Adyen,TXN-000825,225.46,Refunded
PMT000826,O000826,2024-02-04,Wallet,Braintree,TXN-000826,212.49,Paid
PMT000827,O000827,2024-03-21,Card,Adyen,TXN-000827,854.93,Paid
PMT000828,O000828,2024-05-17,PayPal,Braintree,TXN-000828,572.58,Paid
PMT000829,O000829,2024-06-01,Card,Stripe,TXN-000829,39.0,Refunded
PMT000830,O000830,2024-05-06,PayPal,Adyen,TXN-000830,24.69,Paid
PMT000831,O000831,2024-02-11,PayPal,Adyen,TXN-000831,1275.27,Paid
PMT000832,O000832,2024-03-01,BankTransfer,PayPal,TXN-000832,696.65,Paid
PMT000833,O000833,2024-03-09,BankTransfer,Adyen,TXN-000833,89.71,Paid
PMT000834,O000834,2024-01-05,Card,Adyen,TXN-000834,241.85,Paid
PMT000835,O000835,2024-03-05,BankTransfer,Stripe,TXN-000835,398.2,Paid
PMT000836,O000836,2024-01-09,Card,Adyen,TXN-000836,200.33,Paid
PMT000837,O000837,2024-05-12,Card,PayPal,TXN-000837,24.03,Refunded
PMT000838,O000838,2024-02-28,BankTransfer,PayPal,TXN-000838,545.25,Paid
PMT000839,O000839,2024-05-11,BankTransfer,Braintree,TXN-000839,73.41,Refunded
PMT000840,O000840,2024-01-21,Wallet,Stripe,TXN-000840,493.91,Paid
PMT000841,O000841,2024-03-14,Card,PayPal,TXN-000841,317.07,Paid
PMT000842,O000842,2024-05-12,BankTransfer,Stripe,TXN-000842,231.88,Paid
PMT000843,O000843,2024-05-02,BankTransfer,Braintree,TXN-000843,549.76,Paid
PMT000844,O000844,2024-03-15,BankTransfer,Stripe,TXN-000844,16.22,Paid
PMT000845,O000845,2024-04-30,BankTransfer,Stripe,TXN-000845,139.89,Paid
PMT000846,O000846,2024-03-19,Card,Adyen,TXN-000846,554.98,Paid
PMT000847,O000847,2024-02-24,Card,Stripe,TXN-000847,1371.2,Paid
PMT000848,O000848,2024-03-15,Wallet,Braintree,TXN-000848,471.49,Paid
PMT000849,O000849,2024-01-27,Card,Braintree,TXN-000849,529.33,Paid
PMT000850,O000850,2024-01-29,Card,Adyen,TXN-000850,558.81,Refunded
PMT000851,O000851,2024-05-24,Card,Adyen,TXN-000851,149.33,Paid
PMT000852,O000852,2024-03-13,PayPal,PayPal,TXN-000852,846.84,Paid
PMT000853,O000853,2024-04-29,Card,Adyen,TXN-000853,42.49,Paid
PMT000854,O000854,2024-03-06,Card,Stripe,TXN-000854,275.96,Paid
PMT000855,O000855,2024-06-18,BankTransfer,Stripe,TXN-000855,0.0,Pending
PMT000856,O000856,2024-01-22,Wallet,Adyen,TXN-000856,459.01,Paid
PMT000857,O000857,2024-04-10,Wallet,PayPal,TXN-000857,695.14,Paid
PMT000858,O000858,2024-06-05,Card,Stripe,TXN-000858,737.68,Paid
PMT000859,O000859,2024-01-12,BankTransfer,Braintree,TXN-000859,1546.36,Paid
PMT000860,O000860,2024-01-20,Card,Braintree,TXN-000860,939.33,Paid
PMT000861,O000861,2024-06-29,PayPal,Adyen,TXN-000861,544.48,Paid
PMT000862,O000862,2024-03-30,Card,Stripe,TXN-000862,69.93,Refunded
PMT000863,O000863,2024-02-25,BankTransfer,Braintree,TXN-000863,818.62,Paid
PMT000864,O000864,2024-06-09,BankTransfer,Stripe,TXN-000864,0.0,Pending
PMT000865,O000865,2024-02-29,PayPal,PayPal,TXN-000865,379.41,Paid
PMT000866,O000866,2024-01-28,PayPal,PayPal,TXN-000866,406.47,Paid
PMT000867,O000867,2024-02-15,Wallet,Adyen,TXN-000867,18.6,Refunded
PMT000868,O000868,2024-01-13,Wallet,Braintree,TXN-000868,360.36,Paid
PMT000869,O000869,2024-06-19,Wallet,PayPal,TXN-000869,915.89,Paid
PMT000870,O000870,2024-02-19,PayPal,Adyen,TXN-000870,853.8,Paid
PMT000871,O000871,2024-01-29,PayPal,Braintree,TXN-000871,671.19,Paid
PMT000872,O000872,2024-01-31,Card,PayPal,TXN-000872,244.36,Paid
PMT000873,O000873,2024-05-03,Card,Braintree,TXN-000873,663.47,Paid
PMT000874,O000874,2024-02-07,Wallet,Braintree,TXN-000874,195.13,Paid
PMT000875,O000875,2024-05-28,Wallet,Braintree,TXN-000875,97.34,Paid
PMT000876,O000876,2024-06-16,BankTransfer,Braintree,TXN-000876,0.0,Pending
PMT000877,O000877,2024-05-12,Wallet,Adyen,TXN-000877,300.71,Paid
PMT000878,O000878,2024-02-17,BankTransfer,Stripe,TXN-000878,515.37,Paid
PMT000879,O000879,2024-06-24,BankTransfer,Adyen,TXN-000879,102.15,Paid
PMT000880,O000880,2024-02-25,BankTransfer,Adyen,TXN-000880,564.07,Paid
PMT000881,O000881,2024-01-31,Card,Braintree,TXN-000881,45.16,Paid
PMT000882,O000882,2024-02-23,Card,Stripe,TXN-000882,2245.84,Paid
PMT000883,O000883,2024-02-08,Wallet,Braintree,TXN-000883,156.29,Refunded
PMT000884,O000884,2024-03-25,Wallet,PayPal,TXN-000884,1139.77,Paid
PMT000885,O000885,2024-04-15,PayPal,Braintree,TXN-000885,85.16,Refunded
PMT000886,O000886,2024-04-24,Wallet,Stripe,TXN-000886,233.5,Paid
PMT000887,O000887,2024-06-29,PayPal,Stripe,TXN-000887,308.0,Refunded
PMT000888,O000888,2024-05-15,Wallet,Stripe,TXN-000888,460.19,Paid
PMT000889,O000889,2024-06-24,Wallet,Adyen,TXN-000889,291.91,Paid
PMT000890,O000890,2024-02-28,Wallet,Braintree,TXN-000890,1901.54,Paid
PMT000891,O000891,2024-05-09,PayPal,Braintree,TXN-000891,801.29,Paid
PMT000892,O000892,2024-04-27,PayPal,Braintree,TXN-000892,1251.26,Refunded
PMT000893,O000893,2024-02-27,PayPal,PayPal,TXN-000893,289.62,Paid
PMT000894,O000894,2024-05-29,PayPal,Stripe,TXN-000894,185.32,Paid
PMT000895,O000895,2024-04-27,Wallet,PayPal,TXN-000895,150.12,Paid
PMT000896,O000896,2024-06-26,BankTransfer,Braintree,TXN-000896,366.21,Refunded
PMT000897,O000897,2024-04-18,Card,PayPal,TXN-000897,140.32,Paid
PMT000898,O000898,2024-06-20,PayPal,Adyen,TXN-000898,626.56,Refunded
PMT000899,O000899,2024-01-08,PayPal,Adyen,TXN-000899,152.2,Paid
PMT000900,O000900,2024-01-27,Card,Braintree,TXN-000900,401.04,Paid
PMT000901,O000901,2024-06-12,PayPal,Braintree,TXN-000901,659.61,Paid
PMT000902,O000902,2024-03-15,BankTransfer,PayPal,TXN-000902,1554.31,Paid
PMT000903,O000903,2024-03-10,Wallet,PayPal,TXN-000903,1139.42,Paid
PMT000904,O000904,2024-04-30,Card,Braintree,TXN-000904,2474.33,Paid
PMT000905,O000905,2024-05-06,Card,Adyen,TXN-000905,852.42,Paid
PMT000906,O000906,2024-05-28,BankTransfer,Stripe,TXN-000906,171.47,Paid
PMT000907,O000907,2024-05-22,Wallet,Braintree,TXN-000907,90.63,Paid
PMT000908,O000908,2024-01-27,Card,PayPal,TXN-000908,716.51,Paid
PMT000909,O000909,2024-01-28,PayPal,Adyen,TXN-000909,482.36,Paid
PMT000910,O000910,2024-06-08,BankTransfer,Adyen,TXN-000910,720.56,Paid
PMT000911,O000911,2024-02-26,Wallet,Stripe,TXN-000911,875.43,Paid
PMT000912,O000912,2024-05-08,Card,PayPal,TXN-000912,207.53,Paid
PMT000913,O000913,2024-03-27,Wallet,Adyen,TXN-000913,106.91,Paid
PMT000914,O000914,2024-04-23,Card,PayPal,TXN-000914,21.56,Paid
PMT000915,O000915,2024-02-14,BankTransfer,Braintree,TXN-000915,521.8,Paid
PMT000916,O000916,2024-05-19,PayPal,Braintree,TXN-000916,1183.16,Paid
PMT000917,O000917,2024-03-09,Wallet,Braintree,TXN-000917,1430.2,Paid
PMT000918,O000918,2024-04-25,PayPal,Braintree,TXN-000918,252.4,Refunded
PMT000919,O000919,2024-06-19,Card,PayPal,TXN-000919,756.36,Refunded
PMT000920,O000920,2024-03-02,Wallet,Stripe,TXN-000920,222.61,Paid
PMT000921,O000921,2024-04-02,PayPal,Braintree,TXN-000921,39.32,Paid
PMT000922,O000922,2024-03-22,PayPal,PayPal,TXN-000922,774.41,Paid
PMT000923,O000923,2024-05-29,Card,Adyen,TXN-000923,996.16,Refunded
PMT000924,O000924,2024-01-05,PayPal,Adyen,TXN-000924,0.0,Pending
PMT000925,O000925,2024-05-05,PayPal,Adyen,TXN-000925,868.34,Paid
PMT000926,O000926,2024-03-07,PayPal,PayPal,TXN-000926,561.49,Paid
PMT000927,O000927,2024-04-27,Card,PayPal,TXN-000927,419.76,Paid
PMT000928,O000928,2024-05-17,PayPal,Stripe,TXN-000928,0.0,Pending
PMT000929,O000929,2024-03-13,Wallet,Braintree,TXN-000929,1256.05,Paid
PMT000930,O000930,2024-02-04,Wallet,Adyen,TXN-000930,20.73,Paid
PMT000931,O000931,2024-05-21,PayPal,PayPal,TXN-000931,24.04,Paid
PMT000932,O000932,2024-05-11,BankTransfer,Stripe,TXN-000932,785.14,Paid
PMT000933,O000933,2024-07-01,PayPal,Stripe,TXN-000933,600.65,Paid
PMT000934,O000934,2024-03-17,PayPal,PayPal,TXN-000934,530.65,Paid
PMT000935,O000935,2024-01-25,Card,Stripe,TXN-000935,614.92,Paid
PMT000936,O000936,2024-03-22,Card,Stripe,TXN-000936,882.23,Paid
PMT000937,O000937,2024-01-18,PayPal,Stripe,TXN-000937,329.75,Paid
PMT000938,O000938,2024-01-10,Wallet,Braintree,TXN-000938,46.32,Paid
PMT000939,O000939,2024-05-26,Wallet,Adyen,TXN-000939,486.36,Paid
PMT000940,O000940,2024-06-11,Card,Stripe,TXN-000940,127.11,Paid
PMT000941,O000941,2024-01-10,Card,PayPal,TXN-000941,702.99,Paid
PMT000942,O000942,2024-05-08,Card,Stripe,TXN-000942,362.39,Paid
PMT000943,O000943,2024-01-17,Wallet,Braintree,TXN-000943,986.68,Paid
PMT000944,O000944,2024-04-29,PayPal,Stripe,TXN-000944,418.48,Paid
PMT000945,O000945,2024-06-29,BankTransfer,Adyen,TXN-000945,241.43,Paid
PMT000946,O000946,2024-01-29,PayPal,Adyen,TXN-000946,758.48,Paid
PMT000947,O000947,2024-03-07,PayPal,Braintree,TXN-000947,637.99,Paid
PMT000948,O000948,2024-03-18,Wallet,Stripe,TXN-000948,1377.7,Paid
PMT000949,O000949,2024-01-23,BankTransfer,PayPal,TXN-000949,522.52,Paid
PMT000950,O000950,2024-03-01,BankTransfer,PayPal,TXN-000950,336.89,Paid
PMT000951,O000951,2024-01-04,PayPal,Braintree,TXN-000951,129.9,Refunded
PMT000952,O000952,2024-04-06,BankTransfer,PayPal,TXN-000952,324.4,Refunded
PMT000953,O000953,2024-05-06,Card,Braintree,TXN-000953,999.78,Paid
PMT000954,O000954,2024-03-30,BankTransfer,Braintree,TXN-000954,111.08,Paid
PMT000955,O000955,2024-03-21,Card,Stripe,TXN-000955,642.93,Paid
PMT000956,O000956,2024-06-24,PayPal,Adyen,TXN-000956,424.41,Paid
PMT000957,O000957,2024-05-06,PayPal,Stripe,TXN-000957,242.65,Refunded
PMT000958,O000958,2024-04-16,BankTransfer,Braintree,TXN-000958,1106.32,Paid
PMT000959,O000959,2024-06-20,PayPal,PayPal,TXN-000959,887.56,Refunded
PMT000960,O000960,2024-03-28,Card,Braintree,TXN-000960,231.62,Paid
PMT000961,O000961,2024-02-22,Card,Braintree,TXN-000961,188.58,Refunded
PMT000962,O000962,2024-03-11,PayPal,Braintree,TXN-000962,200.16,Paid
PMT000963,O000963,2024-01-27,BankTransfer,Braintree,TXN-000963,359.38,Refunded
PMT000964,O000964,2024-05-13,PayPal,Braintree,TXN-000964,805.79,Paid
PMT000965,O000965,2024-02-04,PayPal,Stripe,TXN-000965,364.65,Paid
PMT000966,O000966,2024-05-20,PayPal,PayPal,TXN-000966,183.07,Paid
PMT000967,O000967,2024-05-05,Wallet,PayPal,TXN-000967,1379.42,Paid
PMT000968,O000968,2024-06-27,Wallet,Adyen,TXN-000968,305.88,Paid
PMT000969,O000969,2024-06-05,Wallet,Braintree,TXN-000969,211.41,Paid
PMT000970,O000970,2024-04-07,Wallet,Braintree,TXN-000970,262.45,Paid
PMT000971,O000971,2024-03-18,BankTransfer,Adyen,TXN-000971,1226.38,Paid
PMT000972,O000972,2024-01-27,BankTransfer,PayPal,TXN-000972,333.92,Paid
PMT000973,O000973,2024-04-04,Card,Adyen,TXN-000973,177.85,Paid
PMT000974,O000974,2024-04-07,PayPal,Stripe,TXN-000974,613.85,Paid
PMT000975,O000975,2024-06-05,BankTransfer,PayPal,TXN-000975,486.17,Paid
PMT000976,O000976,2024-01-15,BankTransfer,Braintree,TXN-000976,768.32,Paid
PMT000977,O000977,2024-05-21,BankTransfer,Braintree,TXN-000977,561.01,Paid
PMT000978,O000978,2024-03-09,Wallet,PayPal,TXN-000978,439.79,Paid
PMT000979,O000979,2024-03-01,PayPal,PayPal,TXN-000979,649.86,Paid
PMT000980,O000980,2024-03-19,PayPal,Braintree,TXN-000980,1351.26,Paid
PMT000981,O000981,2024-05-09,PayPal,Adyen,TXN-000981,238.84,Paid
PMT000982,O000982,2024-02-27,Card,Stripe,TXN-000982,129.54,Paid
PMT000983,O000983,2024-05-18,Wallet,Braintree,TXN-000983,412.28,Refunded
PMT000984,O000984,2024-02-22,BankTransfer,PayPal,TXN-000984,502.25,Paid
PMT000985,O000985,2024-05-25,PayPal,Braintree,TXN-000985,326.17,Paid
PMT000986,O000986,2024-06-26,PayPal,Stripe,TXN-000986,32.31,Refunded
PMT000987,O000987,2024-01-21,Wallet,Adyen,TXN-000987,510.14,Paid
PMT000988,O000988,2024-03-14,Wallet,Stripe,TXN-000988,198.66,Paid
PMT000989,O000989,2024-02-07,Card,PayPal,TXN-000989,0.0,Pending
PMT000990,O000990,2024-04-15,BankTransfer,Stripe,TXN-000990,0.0,Pending
PMT000991,O000991,2024-02-04,BankTransfer,Stripe,TXN-000991,329.11,Paid
